"CATEGORY","AVG_RATING"
"SEAT_COMFORT",2.7695788374521406
"CABIN_STAFF_SERVICE",3.1445066480055983
"INFLIGHT_ENTERTAINMENT",2.6529705719044974
"WIFI_AND_CONNECTIVITY",1.9301634472511144
"FOOD_AND_BEVERAGES",2.5805068226120857
"GROUND_SERVICE",2.7409556313993173
